oID,dID,oParent,oName,oDescription,oBody,oLink,oSubLink,isPublic,isDeleted
11,1,0,"MC_TruckPurchasing","Truck Purchasing","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_Frtlnr_4c_Red- Converted.JPG"" width=""300"" height=""165"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p align=""justify""><strong>Program Details <br />
	</strong>Boyer Trucks offers MillerCoors Distributors Freightliner trucks, including five standard chassis or tractor specifications to choose from. Customize each truck to your application by adding from the many options and warranties available. Your truck will be drop-shipped to your local Freightliner Truck Dealership where it will be prepared for your pickup. </p>
	<p>Originally founded in 1927, Boyer Trucks has over 80 years of experience in the commercial truck industry. </p>
	<p>Boyer's complete line of Freightliner M2 Business Class Trucks offer unparalleled benefits that help increase productivity, performance and profitability. Available in several different platforms, the M2 supports a variety of different bodies and provides the ideal solution for beverage distribution. </p>
<p><a href=""http://www.boyertrucks.com/distributorssolutions"">Click here</a> to view the five Freightliner Truck specifications. Use the following information to login to the Boyer Truck website: </p>
	<ul>
      <li>Username: distributor </li>
      <li>Password: boyer </li>
	  </ul>

	
	<p><strong>Benefits <br />
	</strong>Attractive pricing on Freightliner trucks exclusive to MillerCoors Distributors </p>
	<p align=""justify""><strong>How to Use the Program<br />
	</strong>To purchase, obtain a quote or acquire additional information on a Freightliner truck, please contact the following Sales Representative with Boyer Trucks: </p>
	<p align=""justify"">Greg DeBilzan <br />
      <span class=""style19"">T</span> 651-638-5803 <span class=""style19"">E</span> <a href=""mailto:gdebilzan@boyertrucks.com"">gdebilzan@boyertrucks.com</a></p>	
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
12,1,0,"MC_FloorSweeper","Floor Sweepers","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/GreenTennant.png"" width=""300"" height=""300"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p align=""justify""><strong>Program Details <br>
</strong>Tennant Company is a world-leading manufacturer offering MillerCoors Distributors an extensive line of high-performance floor care products, from industrial scrubbers and sweepers to coatings that protect your floor surfaces. </p>
<p>Tennant has a 140+ direct sales force team and is the only cleaning equipment manufacturer with 450 locally based, factory-trained and ISO certified service technicians. With a locally based sales force and service support network, Tennant strives to ensure your cleaning operations are at their peak cleaning performance. </p>
<p><a href=""http://www.tennantco.com"">Click here</a> to view more information on Tennant machines, floor coatings, and helpful information on cleaning practices. </p>
<p><strong>Benefits <br>
</strong>
<ul>
<li>5-20% discount off the list price for cleaning equipment, including walk behind scrubbers, vacuums and small and industrial riders <br>
<li>10-50% discount off the list price for floor coatings, detergents, and factory-direct original parts and brushes for your machines <br>
<li>National account pricing for the Kaivac No-Touch Cleaning System. <a href=""dl/Kaivac-TennantPartnership.pdf"">Click here </a>for more information on the Kaivac product and pricing </li></ul></p>
<p><a href=""dl/Tennant DSI 2010 Product Guide_071510_FINAL.pdf"">Click here</a>  to view a complete list of discounted offerings and prices. </p>
<p><strong>How to Use the Program<br>
</strong>To purchase or obtain a quote on a floor sweeper, please contact the following National Accounts Manager with Tennant: </p>
<p>Ben Barham <br>
  T 404-432-4372 E <a href=""mailto:ben.barham@tennantco.com "">ben.barham@tennantco.com </a></p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
13,1,0,"MC_Tires","Tires","
<body>
<p align=""center"">The following two vendors offer MillerCoors Distributors discounted commercial, passenger, light truck and retread tire options.<br>
Please click on the links below to view the details of each program. </p>
<p align=""center""><a href=""http://distributorssolutions.com/?pageid=21"">Goodyear</a> / <a href=""http://distributorssolutions.com/?pageID=22"">Michelin</a> </a></p>
</body>
</html>","",0,1,0
14,1,0,"MC_SmallPackageShipping","Small Package Shipping","<body>
<p align=""center"">Distributors Solutions (""DSI"") is excited to announce that we have negotiated a program with UPS for your small package shipping needs.  The offerings through the UPS program are more aggressive than those we had previously negotiated with FedEx. As of March 26, 2010, the discounts with FedEx are no longer available to MillerCoors Distributors.  Starting March 29, 2010, the UPS discounts are active and available to all MillerCoors Distributors.  Distributors can get set up with UPS under the DSI program immediately.  Please click on the UPS link below to view the details of this program. </p>
<p align=""center""><a href=""http://distributorssolutions.com/?pageid=75"">UPS</a></p>
</body>
</html>

","",0,1,0
15,1,0,"MC_BreakRoomSupplies","Break Room Supplies","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><div align=""left""><img src=""images/tn_OfficeDepotLogo.png"" width=""300"" height=""43"" align=""top""> </div></td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top""><p><strong>Program Details<br />
  </strong>Office Depot offers MillerCoors Distributors competitive pricing for break room supplies, including, but not limited to, coffee, tea, soda, snacks, tableware, and cleaning supplies. </p>
    <p><strong>Benefits <br />
    </strong>High usage items have been quoted by Office Depot. <a href=""dl/OfficeDepotBreakRoomSuppliesPricing7.10.08.pdf"">Click here</a> to view pricing of these core items. </p>
    <p><strong>How to Use the Program<br />
    </strong>To participate in the program or to obtain an evaluation of Office Depot pricing, <a href=""https://odams.officedepot.com/registrations/distributors_solutions_welcome.php"">click here</a> to register  or contact the following individual: </p>
    <p>Tom May <br />
      <span class=""style19"">T</span> 510-497-5701 <span class=""style19"">E</span> <a href=""mailto:Thomas.May@officedepot.com "">Thomas.May@officedepot.com </a></p>
    
    </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI Business Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
16,1,0,"MC_Computers","Computers","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr valign=""top"">
  <td><div align=""center""><img src=""images/tn_Dell_Logo_blue6.gif"" width=""200"" height=""60"" align=""top"" /> </div></td>
  <td width=""10""> </td>
  <td>
	<p align=""justify""><strong>Program Details <br>
</strong>Dell offers MillerCoors Distributors exceptional pricing for your computing needs. Through this program, you will be able to purchase some of Dell's renowned corporate products as well as their award winning consumer products. </p>
<p>Dell has created several configurations for both laptop and desktop computer systems.  These systems are already discounted heavily and provide your business with the easiest way to acquire new computer hardware at a low price with the greatest ease.  </p>
<p>Please note if you require a computer system that is outside of the preconfigured and discounted units, please contact a dedicated Dell sales representative at the toll free number below.  They will be happy to help you find the right system for your use and will still provide a great discount.  </p>
<p><strong>Benefits </strong></p>
<ul>
  <li> Discounts on Dell preconfigured corporate standard products as well as systems configured to your specific needs</li>
  <li> Up to a 4 year warranty on all computer purchases</li>
  <li> Corporate-class systems (Optiplex and Latitude) come standard with a 3 year next business day on-site service and 24/7 technical support via phone</li>
</ul>
<p><strong>How to Use the Program<br>
</strong><a href=""http://www.dell.com:80/dsi"">Click here</a>  to purchase a pre-configured, discounted unit on the Dell website tailored for MillerCoors Distributors. </p>
<p>If you plan to change even one configuration on Dell/MillerCoors Distributor website noted above please call the following affiliate program number as the above site is restricted to discounted pricing on the preconfigured units and cannot aggressively recalculate reconfigured units: <br>
  <br>
1-866-746-4977 </p>
<p>Choose option 3 and note your member ID is <strong>LS30184765</strong>. </p>
<p><strong>Other Benefits for Employees and their Families <br>
</strong>Employees, friends, and family of MillerCoors Distributors receive the following: </p>
<ul>
  <li>Buy with ease. Order from the showcased systems, which are pre-loaded with a lot of great features. These systems are built exclusively for you and offer additional savings providing the best value on a Dell Home PC.* </li>
  <li>Customize your system. Alternatively, meet your unique needs by customizing any system and getting an additional 7% discount on top of generally advertised Dell Home and Home Office promotions. </li>
  <li>Add the extras. For the first time ever, get an additional 7% off electronics and accessories on top of generally advertised Dell Home and Home Office promotions.</li>
  <li> Call-in Price Guarantee.** If you find a better deal on a new Dell home system anywhere on dell.com/home, call one of our EPP sales representatives at 1-800-695-8133 to beat the current Dell Home PC price. </li>
  <li><a href=""http://www.dell.com/distributorssolutions"">Click here </a> to start saving now. <br />
        <br />
	  </p></td>
 </tr>
 <tr>
   <td colspan=""3""><div align=""justify""><span style=""font-size: 11px; font-style: italic;"">* Employee Purchase Program Value Information: Employee discounts taken on top of most generally advertised Dell Home and Home Office prices and promotions (Home Office special offers and coupons may be excluded). <br><br />
       ** Call-In Price Guarantee: Based on current configurations and promotions at www.dell.com/home. Discounting does not extend to retail store or any third-party pricing, Dell.com refurbished sales, or any offers or promotions outside the www.dell.com/home Website. Discount applied only to current dell.com/home offers for identical configurations. </span><span style=""font-style: italic; font-size:11px""><br><br />
      </span><span style=""font-style: italic; font-size:11px"">For shipments of certain products to California, state environmental fee of up to $10 per item will be added at order invoice. For shipments of certain items to Alberta, Canada, a provincial environmental fee will be applied to your invoice. Pricing, specifications, availability and terms of offers may change without notice and are not transferable. Offers may not be combined with other discounts or promotional offers. Taxes, fees, shipping and handling and any applicable restocking charges are extra, vary, and are not subject to discount. Offer valid only for end-user customers and not for resale by customer. Dell cannot be responsible for pricing or other errors, omissions, or consequences of misuse of site and its functions and reserves the right to cancel orders arising from such errors. Refer to your invoice for final information regarding order detail, including tax & shipping amounts. Prices have been rounded to the nearest dollar for online display. Additional terms and conditions may apply. All sales are subject to Dell's Terms and Conditions of Sale located at <a href=""http://www.dell.com"">www.dell.com</a> unless you have a separate written agreement with Dell. Limit 5 promotional units per customer. <br />
       </span></div></td>
 </tr>
 <tr>
   <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
17,1,0,"MC_HandTrucks","Hand Trucks","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr valign=""top"">
  <td><img src=""images/tn_Magliner%20Logo%202006%20No%20tag.JPG"" width=""200"" height=""20"" align=""top"" /> </td>
  <td width=""10""> </td>
  <td>
	<p align=""justify""><strong>Program Details <br />
	</strong>Magline, Inc., manufactures a complete line of innovative, lightweight route distribution solutions under the Magliner brand. Their variety of light-weight and ergonomically designed delivery solutions allow MillerCoors distributors to move more loads with less physical stress providing workplace safety and productivity. </p>
	<p align=""justify"">Your Magliner product, including but not limited to hand trucks, platform trucks and parts and accessories, will ship to you anywhere in the United States within 7 working days. Keep your drivers on the road making deliveries with quality Magliner products. </p>
	<p align=""justify""><strong>Benefits <br />
	</strong>Receive a 5% discount off all Magliner products, with the exception of carts and powered equipment. </p>
	<p align=""justify""><a href=""dl/090108_Magliner.pdf"">Click here</a> for a list of commonly used products identified by Magliner at the discounted price (please note other configurations and parts are available). </p>
	<p align=""justify""><strong>How to use the program<br />
	</strong>To purchase hand trucks from Magliner, please contact their customer service line at: <span class=""style19"">T</span> 1-800-624-5463 </p>
	<p align=""justify"">You must identify yourself to the customer service representative as a MillerCoors distributor utilizing the <span style=""font-weight: bold"">""DSI/Distributors Solutions"" </span> program to receive the 5% discount. </p>
	<p align=""justify"">Or, <a href=""http://www.magliner.com"">click here</a>  to purchase hand trucks directly from the Magliner website. </p>
	<p align=""justify"">If you do not have an account with Magliner, you must first create an account by clicking on ""No account yet? Register"" and registering your distributorship. When checking out, please note <span style=""font-weight: bold"">""DSI program""</span> in the program box to receive the 5% discount. </p>
	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,0,0
18,1,0,"MC_StretchFilmRecycling","Stretch Film Recycling","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/Trex.png""> </td>
  <td width=""10""> </td>
  <td align=""justify"">
	<p align=""justify""><strong>Program Details <br />
	</strong>Trex is the leading manufacturer of composite decking and railing, using recycled polyethylene ""PE"" (i.e., stretch film). Because of the huge demand for their products, Trex is the leading consumer of recycled and reclaimed PE in the nation. </p>
	<p align=""justify"">Trex offers MillerCoors Distributors a program to recycle your stretch film and will pay top market price for your used plastic (currently $0.18 per pound). Trex will pick up and haul away your baled plastic. </p>
	<p align=""justify"">To participate in the program, each MillerCoors Distributor must consider the following: </p>
	<p align=""justify"">1. Each MillerCoors Distributor will need one baler to consolidate the recycled plastic.<br />
<ul>
<li>Purchase directly from Trex for $0.10 per pound for your first 100,000 recycled pounds <br />
	  <strong>    </strong> (amount will be deducted from your $0.18 per pound profits) <br />
<li>Purchase a used or new baler <br />
<li>Use the baler you currently own </p></li></ul>
	<p align=""justify"">2. MillerCoors Distributors purchasing a baler directly from Trex must produce at least one truckload (i.e., 37,000 pounds) of PE annually. </p>
	<p align=""justify"">3. MillerCoors Distributors who already own a baler or who obtain a baler from another means (i.e., new or used baler suppliers), Trex will pick up 10-15 bales at a time (minimum of 10,000 pounds per pick up). </p>
	<p align=""justify"">If you are unsure about meeting these criteria or have questions, Ali (Magel) Comeaux (<a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a>) can help answer them and coordinate discussions with Trex.<br />
	  <br />
	  <span style=""font-weight: bold"">Benefits </span><br /><ul>
<li>Receive $0.18 per pound for your recycled stretch film <br />
<li>Reduce your landfill and hauling fees - Trex will pick up and haul away the recycled plastic <br />
<li>Eliminate the environmental impact of sending used stretch film to landfills </li></ul><br />
</p>
<strong>How to Use the Program<br />
	</strong>To participate in the program or to receive additional information, please contact the following Senior Materials Buyer with Trex: </p>	<p align=""justify"">Katie Walker <br />
      <span class=""style19"">T</span> 540-533-6130 <span class=""style19"">E</span> <a href=""mailto:%20kwalker@trex.com"">kwalker@trex.com </a></p>
	<p align=""justify"">All interested MillerCoors Distributors should acquire more information, even if you believe you may not meet the 37,000 pounds per pick up annual requirement. </p>
	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI Business Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
19,1,0,"MC_Insurance","Insurance","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><div align=""left""><img src=""images/AIBD.png""> </div></td>
  <td width=""10""> </td>
  <td align=""justify""><strong>Program Details <br>
</strong>The Association of Independent Beverage Distributors (""AIBD""), a subsidiary of the Coca-Cola Bottlers' Association (""CCBA""), is focused on extending benefit programs designed for the Coca-Cola bottlers to the MillerCoors Distributors. </p>
<p>Benefits now available to the MillerCoors Distributors include Medical, Dental, Vision, Life and Disability programs. Medical, Dental and Vision benefits are self-funded programs offered through CIGNA's innovative structure, which allows distributors to establish fixed costs with varying levels of risk sharing. Cost reduction is achieved through conversion to a self-funded program, where premium taxes and state mandated benefit requirements for those currently insured are eliminated. Further savings will be gained as more members, both MillerCoors Distributors and Coke bottlers, join the program thus increasing the group's buying power and reducing administrative costs. </p>
<p>Life and Disability programs are fully insured programs offered at group buying rates through Hartford and/or Mutual of Omaha and are available to all MillerCoors Distributors whether or not you participate in the Medical program. </p>
<p><a href=""dl/MC Health Benefits Presentation_WEB_031711.pps"">Click here</a> to view the AIBD health benefits program presentation. </p>
<p><strong>Benefits</strong></p>
<ul>
  <li>Currently, ~60 Coke bottlers and 10 MillerCoors Distributors are enrolled in the health benefits program and almost 8,500 employees have joined the new program </li>
  <li> Savings for participating employers have averaged 13%; accounting for over $3,000,000 in savings </li>
  <li> Provide access to quality, comprehensive coverage at reduced costs </li>
  <li> Reduced administrative costs below current programs available to small/medium size employers reflecting economies of scale and large group pricing</li>
  <li>Superior wellness and care management, focused on decreasing the trend line in subsequent years </li>
  <li> Low stop loss rates provided by the AIBD Captive </li>
  <li> Program is open to MillerCoors Distributors of all sizes </li>
</ul>
<p><strong>How to Use the Program <br>
</strong>To request further information or to schedule a visit with CCBA/DSI, please contact: <br>
<br>
Ali (Magel) Comeaux, DSI General Manager<br>
<span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com </a></p>
<p>To obtain a quote, please complete the <a href=""dl/MillerCoors Distributor Data Request Form 111810.xls"">Data Request Form</a>. Once you have completed all necessary information, please send to: </p>
<p>Ali (Magel) Comeaux, DSI General Manager <br>
<span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>

	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
20,1,0,"MC_Draught","Draught Supplies  ","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr valign=""top"">
  <td><div align=""center""><img src=""images/tn_Ajex.png"" width=""300"" height=""98"" align=""top"" /> </div></td>
  <td width=""10""> </td>
  <td>
	<p align=""justify""><strong>Program Details <br />
	</strong>Since 1973, Ajex has supplied draught beer supplies and dispensing equipment to Coors Brewing Company and legacy Coors distributors. Ajex will continue to hand select the best products the industry has to offer from dozens of manufacturers to ensure safety, taste, durability and compatibility with MillerCoors products. The selection of equipment and services is owed to decades of thorough product research and development, and field proven performance of the industry's highest quality products. </p>
	<p align=""justify"">Ajex offers MillerCoors Distributors a customized pricing program that is structured to meet your specific requirements and to achieve your bottom line goals. Please note that the equipment featured meets every rigid performance, taste and safety standards required to properly dispense Coors Draught Beers. </p>
	<p align=""justify""><strong>Benefits <br />
	</strong>Receive an additional 5% discount off the MillerCoors net price for all Ajex draught supply products, with the exception of Direct Draw Beer Dispensers and Chillers (numbered 700000 and higher). </p>
	<p align=""justify""><a href=""dl/Ajex Price List_Effective March 2011 021811.pdf"">Click here</a> for a list of Ajex draught supply offerings and prices. <strong>If you do not see the product(s) you are looking to purchase, please call Ajex directly at the number below. </strong>This list includes many commonly used items but is not inclusive of the draught supply offerings to MillerCoors Distributors. </p>
	<p align=""justify""><strong>How to Use the Program<br />
	</strong><a href=""http://ajexusa.com/"">Click here</a> to purchase draught supplies from Ajex or contact their customer service  line at: </p>
	<p align=""justify""><span class=""style19"">T</span> 1-800-525-8112 </p>
	<p align=""justify"">You must identify yourself to the customer service representative as a MillerCoors Distributor to receive the 5% discount. </p>
	<p align=""justify"">Or, <a href=""dl/CBC-Ajex%20faxXpres%20Form_092308.pdf"">click here</a> to download the Ajex fax form. Please complete the form with the items you wish to order and fax the form back to Ajex at: </p>
	<p align=""justify""><span class=""style19"">F</span> 1-800-866-2540 </p>

	  </p>
	</td>
 </tr>
 <tr>
   <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
