pID,pTitle,pComments,pBody,isPublic,isDeleted
11,"Fleet - GM","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
  <tr>
   <td align=""left"" valign=""top""><div align=""center""><img src=""/images/GreenGM.png"" width=""300"" height=""300""></div></td>
   <td></td>
  <td align=""justify"" valign=""top"">
	<p><strong>Program Details <br>
</strong>General Motors Fleet and Commercial Operations offers MillerCoors Distributors the Competitive Assistance Program (""CAP"") for the 2011 model year. The CAP program offers distributors incentives, payable as an invoice credit, off their GM vehicle purchases. </p>
<p>The 2011 Silverado and Sierra HD (3/4 and 1 ton pick ups) have been significantly improved by GM with upgrades on towing, GVW and payload. <a href=""dl/GM 2011 HDCS &  Emissions_060310 WEB.pps"">Click here</a> for more information on the updated pick ups, as well as information on the new diesel emissions. </p>
<p><strong>Benefits </strong></p>
<ul>
  <li> Incentives range between $250 and $5,300 off invoice for the 2011 model year.</li>
  <li>Only one incentive can be applied, i.e. a retail incentive can not be combined with the CAP fleet incentive. However, if the retail incentive is greater than the CAP fleet incentive, you can take the retail incentive and should continue to have your dealer record this transaction under FAN 883262 and Processing Code TC6. </li>
</ul>
<p><strong>How to Use the Program</strong> <br>
<a href=""http://distributorssolutions.com/dl/2011 GM CAP MC 062410 WEB.pdf"">Click here </a>to view the details of the Competitive Assistance Program for the <strong>2011 model year.</strong> </p>
<p>If you have any specific product questions or issues with your local dealer, please contact the following GM Fleet Account Executive: </p>
<p>Dwight Leski <br>
<span class=""style19"">T</span> 303-921-0698 <span class=""style19"">E</span> <a href=""mailto:dwight.leski@gm.com"">dwight.leski@gm.com </a></p>
	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
12,"Fork Lifts - Caterpiller","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><div align=""left""><img src=""images/Caterpillar.png"" width=""300"" height=""300"" /> </div></td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p><strong>Program Details<br />
	</strong>Caterpillar has provided MillerCoors Distributors with 5 fork lift options and/or the ability to customize or spec out any Caterpillar fork lift of your choice. In addition, Caterpillar offers MillerCoors Distributors service and parts. </p>
	<p>Click on the links below to view a specific fork lift option: </p>
	<p><a href=""dl/2WP4500_111407.pdf"">Caterpillar 2WP4500 </a><br />
	  <a href=""dl/P5000_111407.pdf"">Caterpillar P5000-LP </a><br />
	  <a href=""dl/ES5000_111407.pdf"">Caterpillar ES5000 </a><br />
	  <a href=""dl/E5000_111407.pdf"">Caterpillar E5000-AC </a><br />
	  <a href=""dl/C5000_111407.pdf"">Caterpillar C5000-LP </a></p>
	<p><strong>Benefits <br />
	</strong>MillerCoors Distributors will receive the following: 
	<br />
	<strong>  ??? </strong> National Account rates for fork lifts<br />
	<strong>  ??? </strong> National Labor Rate Pricing, a cost savings of 5% off Dealer Published Labor Rates <br />
	<strong>  ??? </strong> Up to a 15% discount on parts <br />
	<strong>  ??? </strong> 20% discount, from dealer published rates, on short term rentals </p>
	<p>	  <strong>How to Use the Program<br />
	</strong>To receive the National Account rates, you must purchase directly from Caterpillar's Senior Account Manager. To purchase or obtain a quote on a fork lift, please contact: </p>	<p align=""left"">Mark Brown <br />
      <span class=""style19"">T</span> 509-966-0422  <span class=""style19"">E</span> <a href=""mailto:mark.brown@mcfa.com"">mark.brown@mcfa.com</a></p>
	<p align=""left"">To begin saving today on maintenance and parts, contact the following Fleet Customer Support Analyst with Caterpillar: </p>
	<p align=""left""> Armando Moreno <br />
      <span class=""style19"">T</span> 713-365-1475 <span class=""style19"">E</span> <a href=""mailto:armando.moreno@mcfa.com "">armando.moreno@mcfa.com </a></p></td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
13,"Fork Lifts - Doosan","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><div align=""left""><img src=""images/tn_doosan_logo_1a.gif"" width=""300"" height=""65"" /> </div></td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">	<p><strong>Program Details <br />
	</strong>Doosan offers MillerCoors Distributors all electric and internal combustion powered fork lifts and related accessories in the Doosan product line. <br />
	<a href=""dl/Doosan.pdf"">Click here </a>to view the Doosan fork lift options. </p>
	<p><strong>Benefits <br />
	</strong>Buy through the National Fleet program at less than factory invoice prices. </p>
	<p><strong>How to use the program<br />
	</strong>To receive less than factory invoice pricing, you must place orders directly with the National Account Manager. To obtain quotations, get specifications, lease rates and place orders contact the National Account Manager: </p>
	<p align=""left"">Jay Kovarik <br />
      <span class=""style19"">T</span> 636-677-5300 <span class=""style19"">E</span> <a href=""mailto:jay.kovarik@doosan.com"">jay.kovarik@doosan.com </a></p></td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali Magel, DSI Business Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,1
14,"Fork Lifts - Hyster","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><div align=""left""><img src=""images/Hyster.png"" width=""300"" height=""300"" /> </div></td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p><strong>Program <br />
	</strong>Hyster is one of the best known names in the industry, with a reputation of making durable lifting equipment dating back to the 1920's. For over eight decades Hyster has continuously developed its product offering and service network to become the leading international player it is today. </p>
	<p>Hyster offers MillerCoors Distributors a comprehensive range of warehousing equipment, industrial lift trucks, container handlers and reach stackers to meet your material handling needs. <br />
        <br />
  Expert consultancy and responsive local service are provided through their world-wide network of distribution partners. Together, they can deliver a complete package of products and solutions to help you improve efficiency, drive down costs and stream-line your materials flow. </p>
	<p><strong>Benefits <br />
	</strong>Receive a minimum 22% discount off the base price for all Hyster fork lifts and pallet jacks. </p>
	<p><strong>How to Use the Program<br />
	</strong>To purchase or obtain a quote on a fork lift or pallet jack, please initially contact the following National Account Manager: </p>
	<p>Robert Bemi<br />
      <span class=""style19"">T</span> 630-668-3404 <span class=""style19"">E</span> <a href=""mailto:robert.bemi@nmhg.com"">robert.bemi@nmhg.com</a></p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
15,"Fork Lifts - Nissan","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
   <td align=""left"" valign=""top""><div align=""left""><img src=""images/GreenNissan.png"" width=""300"" height=""300"" /> </div></td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">	<p><strong>Program Details<br />
	  </strong>Nissan offers MillerCoors Distributors the National Account program for fork lifts and pallet jacks. <br />
	  <a href=""dl/Nissan.pdf"">Click here</a> to view the Nissan fork lift options. 	</p>
	<p><strong>Benefits <br />
	</strong>MillerCoors Distributors will receive the National Account rates for fork lifts and pallet jacks. </p>
	<p><strong>How to Use the Program<br />
	</strong>To receive the National Account rates, you must purchase directly from the National Account Manager. To obtain a quote or purchase a fork lift and/or pallet jack, contact the National Account Manager: </p>
	<p align=""left"">Kevin Rising  <br />
      <span class=""style19"">T</span> 815-568-4439  
 <span class=""style19"">E</span> <a href=""mailto:krising@nfcna.com"">krising@nfcna.com</a></p></td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
16,"Thank you for registering with DSI","ALL","Thank you for registering with Distributors Solutions LLC. 

In the next few minutes, you will receive an email confirming that you have registered for our site. 

If you do not receive this email within 10 minutes, it has either been blocked by spam filters or you did not enter a correct email address. In this case, please (1) make sure your spam filters allow mail from <a href=""info@dsi-mail.com"">info@dsi-mail.com</a> (2) re-register and (3) verify that you are entering your correct email address. 

You will receive a second email when your account has been approved and you have full access to our site.",1,0
17,"AEP","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_AEP%20logo%20IND%20INC%20copy.png"" width=""207"" height=""160"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p align=""justify""><strong>Program Details <br />
	</strong>AEP offers MillerCoors Distributors both hand and machine stretch film in various gauges and sizes. </p>
	<p align=""justify""><strong>Benefits <br />
	</strong>Consolidated volume discounts. 3 pallet minimum order quantity. </p>
	<p align=""justify""><a href=""dl/AEP MC MONTHLY HANDWRAP.pdf"">Click here</a> to view the details of the AEP Stretch Handwrap Film price list. </p>
	<p align=""justify""><a href=""dl/AEP MC MONTHLY STRETCH MACHINE.pdf"">Click here</a> to view the details of the AEP Stretch Machine Film price list. </p>
	<p align=""justify""><strong>How to Use the Program<br />
	</strong>To purchase tretch film from AEP, contact the following Customer Care Representative: </p>
	<p align=""justify"">Violet Royce <br />
      <span class=""style19"">T</span> 800-999-2374 Ext 7154 <span class=""style19"">E</span> <a href=""mailto:roycev@aepinc.com "">roycev@aepinc.com </a></p>
	<p align=""justify"">For product information or to obtain quotes on films not included in the above price lists, contact the following National Account Manager: </p>
	<p align=""justify"">Dave Howard <br />
      <span class=""style19"">T</span> 314-838-4492 <span class=""style19"">E</span> <a href=""mailto:howardd@aepinc.com"">howardd@aepinc.com</a></p></td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>
<!-- Start of StatCounter Code -->
<script type=""text/javascript"">
var sc_project=4424763; 
var sc_invisible=1; 
var sc_partition=55; 
var sc_click_stat=1; 
var sc_security=""382eebab""; 
</script>

<script type=""text/javascript"" src=""http://www.statcounter.com/counter/counter.js""></script><noscript><div class=""statcounter""><a title=""myspace visitor"" href=""http://www.statcounter.com/myspace/"" target=""_blank""><img class=""statcounter"" src=""http://c.statcounter.com/4424763/0/382eebab/1/"" alt=""myspace visitor"" ></a></div></noscript>
<!-- End of StatCounter Code -->",0,0
18,"Afflink","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_Afflink%20globalaccts%20logo.png"" width=""246"" height=""68"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p><strong>Program Details <br />
	</strong> Afflink offers MillerCoors Distributors both hand and machine stretch film in various gauges and sizes from the manufacturer Intertape Polymer Group. </p>
	<p><strong>Benefits <br />
	</strong><strong>  ??? </strong> Consolidated volume discounts. <br />
	<strong>  ??? </strong> No minimum order quantity for hand stretch film. 1 pallet minimum order quantity for machine stretch film. <br />
	<strong>  ??? </strong> Purchases greater than $350 receive free shipping. Orders less than $350 will be assessed a $35 small order charge. </p>
	<p><strong>How to use the program<br />
	</strong>To purchase stretch film from Afflink, <a href=""https://ordering.apclink.com/dsi "">click here</a>  to request a new login and being purchasing online today. </p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali Magel, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>
<!-- Start of StatCounter Code -->
<script type=""text/javascript"">
var sc_project=4424763; 
var sc_invisible=1; 
var sc_partition=55; 
var sc_click_stat=1; 
var sc_security=""382eebab""; 
</script>

<script type=""text/javascript"" src=""http://www.statcounter.com/counter/counter.js""></script><noscript><div class=""statcounter""><a title=""myspace visitor"" href=""http://www.statcounter.com/myspace/"" target=""_blank""><img class=""statcounter"" src=""http://c.statcounter.com/4424763/0/382eebab/1/"" alt=""myspace visitor"" ></a></div></noscript>
<!-- End of StatCounter Code -->",0,1
19,"Kent","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_KHL%20Logo.jpg"" width=""300"" height=""61"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p align=""justify""><strong>Program Details <br />
	</strong>Kent H. Landsberg offers MillerCoors Distributors both hand and machine stretch film in various gauges and sizes. </p>
	<p align=""justify""><strong>Benefits <br />
	</strong>Consolidated volume discounts. 2 pallet minimum order quantity. </p>
	<p align=""justify""><a href=""dl/LandsbergStretchFilmPricing.pdf"">Click here</a> to view the details of the Kent H. Landsberg stretch film price list. </p>
	<p align=""justify""><strong>How to Use the Program<br />
	</strong>For product information or to purchase stretch film from Kent H. Landsberg, contact the following Sales Representative: </p>
	<p align=""justify"">Joe Gimbel <br />
      <span class=""style19"">T</span> 303-887-3873 <span class=""style19"">E</span> <a href=""mailto:jgimbel@landsberg.com"">jgimbel@landsberg.com</a></p>
	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,1
20,"Xpedx","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_xpedx_r_BLACK_sm_logo.jpg"" width=""200"" height=""70"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p align=""justify""><strong>Program Details <br />
	</strong>Xpedx offers MillerCoors Distributors both hand and machine stretch film in various gauges and sizes. </p>
	<p align=""justify""><strong>Benefits <br />
	</strong>Consolidated volume discounts. 1 pallet minimum order quantity. </p>
	<p align=""justify""><a href=""dl/XPEDX PRICING MC.pdf"">Click here</a> to view the details of the Xpedx stretch film price list. </p>
	<p align=""justify""><strong>How to Use the Program<br />
	</strong>For product information or to purchase stretch film from Xpedx, contact the following Service Representative: </p>
	<p align=""justify"">Beryl Baribeau <br />
      <span class=""style19"">T</span> 303-375-2480 <span class=""style19"">E</span> <a href=""mailto:coorsdistributors@xpedx.com"">coorsdistributors@xpedx.com</a></p></td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
