sID,uID,oID,sType,sTXT,sNum,sDMY,dtHealth,dtAuto,dtGeneral,dtProperty,dtUmbrella,isDeleted
13471,732,31,"ynm","maybe",,"","","","","","",0
13472,732,46,"ynm","maybe",,"","","","","","",0
13473,733,53,"ynm","maybe",,"","","","","","",0
13474,733,50,"ynm","maybe",,"","","","","","",0
13475,733,48,"ynm","maybe",,"","","","","","",0
13476,733,31,"ynm","yes",,"","","","","","",0
13477,733,46,"ynm","maybe",,"","","","","","",0
13478,734,53,"ynm","maybe",,"","","","","","",0
13479,734,50,"ynm","maybe",,"","","","","","",0
13480,734,48,"ynm","maybe",,"","","","","","",0
13481,734,31,"ynm","maybe",,"","","","","","",0
13482,734,46,"ynm","maybe",,"","","","","","",0
13483,735,53,"ynm","maybe",,"","","","","","",0
13484,735,50,"ynm","yes",,"","","","","","",0
13485,735,48,"ynm","maybe",,"","","","","","",0
13486,735,31,"ynm","yes",,"","","","","","",0
13487,735,46,"ynm","yes",,"","","","","","",0
13488,736,53,"ynm","yes",,"","","","","","",0
13489,736,50,"ynm","yes",,"","","","","","",0
13490,736,48,"ynm","yes",,"","","","","","",0
13491,736,31,"ynm","yes",,"","","","","","",0
13492,736,46,"ynm","yes",,"","","","","","",0
13493,737,53,"ynm","no",,"","","","","","",0
13494,737,50,"ynm","yes",,"","","","","","",0
13495,737,48,"ynm","no",,"","","","","","",0
13496,737,31,"ynm","yes",,"","","","","","",0
13497,737,46,"ynm","yes",,"","","","","","",0
13498,256,43,"ynm","no",,"","","","","","",0
13499,738,15,"ynm","maybe",,"","","","","","",0
13500,738,1,"ynm","yes",,"","","","","","",0
13501,738,16,"ynm","yes",,"","","","","","",0
13502,738,6,"ynm","yes",,"","","","","","",0
13503,738,20,"ynm","yes",,"","","","","","",0
13504,738,2,"ynm","yes",,"","","","","","",0
13505,738,12,"ynm","yes",,"","","","","","",0
13506,738,7,"ynm","yes",,"","","","","","",0
13507,738,17,"ynm","yes",,"","","","","","",0
13508,738,19,"ynm","maybe",,"","","","","","",0
13509,738,3,"ynm","yes",,"","","","","","",0
13510,738,4,"ynm","yes",,"","","","","","",0
13511,738,5,"ynm","yes",,"","","","","","",0
13512,738,43,"ynm","yes",,"","","","","","",0
13513,738,14,"ynm","yes",,"","","","","","",0
13514,738,9,"ynm","yes",,"","","","","","",0
13515,738,18,"ynm","yes",,"","","","","","",0
13516,738,13,"ynm","yes",,"","","","","","",0
13517,738,8,"ynm","maybe",,"","","","","","",0
13518,738,11,"ynm","yes",,"","","","","","",0
13519,739,15,"ynm","yes",,"","","","","","",0
13520,739,1,"ynm","yes",,"","","","","","",0
13521,739,16,"ynm","yes",,"","","","","","",0
13522,739,6,"ynm","yes",,"","","","","","",0
13523,739,20,"ynm","yes",,"","","","","","",0
13524,739,2,"ynm","yes",,"","","","","","",0
13525,739,12,"ynm","yes",,"","","","","","",0
13526,739,7,"ynm","yes",,"","","","","","",0
13527,739,17,"ynm","yes",,"","","","","","",0
13528,739,19,"ynm","yes",,"","","","","","",0
13529,739,3,"ynm","yes",,"","","","","","",0
13530,739,4,"ynm","yes",,"","","","","","",0
13531,739,5,"ynm","yes",,"","","","","","",0
13532,739,43,"ynm","yes",,"","","","","","",0
13533,739,14,"ynm","yes",,"","","","","","",0
13534,739,9,"ynm","yes",,"","","","","","",0
13535,739,18,"ynm","yes",,"","","","","","",0
13536,739,13,"ynm","yes",,"","","","","","",0
13537,739,8,"ynm","yes",,"","","","","","",0
13538,739,11,"ynm","yes",,"","","","","","",0
13539,103,43,"ynm","",,"","","","","","",0
13540,443,57,"ynm","yes",,"","","","","","",0
13541,443,43,"ynm","yes",,"","","","","","",0
13542,740,15,"ynm","no",,"","","","","","",0
13543,740,1,"ynm","no",,"","","","","","",0
13544,740,57,"ynm","no",,"","","","","","",0
13545,740,16,"ynm","no",,"","","","","","",0
13546,740,6,"ynm","no",,"","","","","","",0
13547,740,20,"ynm","yes",,"","","","","","",0
13548,740,2,"ynm","no",,"","","","","","",0
13549,740,12,"ynm","no",,"","","","","","",0
13550,740,7,"ynm","no",,"","","","","","",0
13551,740,17,"ynm","no",,"","","","","","",0
13552,740,19,"ynm","no",,"","","","","","",0
13553,740,58,"ynm","no",,"","","","","","",0
13554,740,3,"ynm","no",,"","","","","","",0
13555,740,4,"ynm","yes",,"","","","","","",0
13556,740,5,"ynm","yes",,"","","","","","",0
13557,740,43,"ynm","no",,"","","","","","",0
13558,740,14,"ynm","no",,"","","","","","",0
13559,740,9,"ynm","no",,"","","","","","",0
13560,740,18,"ynm","no",,"","","","","","",0
13561,740,13,"ynm","no",,"","","","","","",0
13562,740,59,"ynm","no",,"","","","","","",0
13563,740,8,"ynm","no",,"","","","","","",0
13564,740,11,"ynm","no",,"","","","","","",0
13565,156,57,"ynm","maybe",,"","","","","","",0
13566,156,58,"ynm","yes",,"","","","","","",0
13567,156,43,"ynm","yes",,"","","","","","",0
13568,156,59,"ynm","yes",,"","","","","","",0
13569,2,60,"ynm","yes",,"","","","","","",0
13570,578,57,"ynm","maybe",,"","","","","","",0
13571,578,58,"ynm","maybe",,"","","","","","",0
13572,578,43,"ynm","maybe",,"","","","","","",0
13573,578,59,"ynm","maybe",,"","","","","","",0
13574,313,57,"ynm","yes",,"","","","","","",0
13575,313,58,"ynm","maybe",,"","","","","","",0
13576,313,43,"ynm","maybe",,"","","","","","",0
13577,313,59,"ynm","maybe",,"","","","","","",0
13578,24,57,"ynm","yes",,"","","","","","",0
13579,24,58,"ynm","no",,"","","","","","",0
13580,24,43,"ynm","yes",,"","","","","","",0
13581,24,59,"ynm","maybe",,"","","","","","",0
13582,39,57,"ynm","yes",,"","","","","","",0
13583,39,58,"ynm","no",,"","","","","","",0
13584,39,43,"ynm","no",,"","","","","","",0
13585,39,59,"ynm","no",,"","","","","","",0
13586,165,57,"ynm","maybe",,"","","","","","",0
13587,165,58,"ynm","yes",,"","","","","","",0
13588,165,43,"ynm","no",,"","","","","","",0
13589,165,59,"ynm","yes",,"","","","","","",0
13590,560,57,"ynm","",,"","","","","","",0
13591,560,58,"ynm","",,"","","","","","",0
13592,560,43,"ynm","",,"","","","","","",0
13593,560,59,"ynm","",,"","","","","","",0
13594,90,57,"ynm","yes",,"","","","","","",0
13595,90,58,"ynm","maybe",,"","","","","","",0
13596,90,59,"ynm","maybe",,"","","","","","",0
13597,466,57,"ynm","maybe",,"","","","","","",0
13598,466,58,"ynm","yes",,"","","","","","",0
13599,466,43,"ynm","no",,"","","","","","",0
13600,466,59,"ynm","maybe",,"","","","","","",0
13601,352,57,"ynm","no",,"","","","","","",0
13602,352,58,"ynm","yes",,"","","","","","",0
13603,352,43,"ynm","no",,"","","","","","",0
13604,352,59,"ynm","yes",,"","","","","","",0
13605,360,57,"ynm","yes",,"","","","","","",0
13606,360,58,"ynm","yes",,"","","","","","",0
13607,360,43,"ynm","yes",,"","","","","","",0
13608,360,59,"ynm","maybe",,"","","","","","",0
13609,82,57,"ynm","yes",,"","","","","","",0
13610,82,58,"ynm","maybe",,"","","","","","",0
13611,82,43,"ynm","maybe",,"","","","","","",0
13612,82,59,"ynm","maybe",,"","","","","","",0
13613,637,61,"ynm","no",,"","","","","","",0
13614,637,55,"ynm","maybe",,"","","","","","",0
13615,637,60,"ynm","yes",,"","","","","","",0
13616,7,57,"ynm","yes",,"","","","","","",0
13617,7,58,"ynm","no",,"","","","","","",0
13618,7,43,"ynm","yes",,"","","","","","",0
13619,7,59,"ynm","no",,"","","","","","",0
13620,741,53,"ynm","yes",,"","","","","","",0
13621,741,50,"ynm","yes",,"","","","","","",0
13622,741,48,"ynm","yes",,"","","","","","",0
13623,741,31,"ynm","yes",,"","","","","","",0
13624,741,46,"ynm","yes",,"","","","","","",0
13625,742,15,"ynm","no",,"","","","","","",0
13626,742,1,"ynm","yes",,"","","","","","",0
13627,742,16,"ynm","yes",,"","","","","","",0
13628,742,6,"ynm","yes",,"","","","","","",0
13629,742,20,"ynm","no",,"","","","","","",0
13630,742,2,"ynm","no",,"","","","","","",0
13631,742,12,"ynm","no",,"","","","","","",0
13632,742,7,"ynm","no",,"","","","","","",0
13633,742,17,"ynm","no",,"","","","","","",0
13634,742,19,"ynm","no",,"","","","","","",0
13635,742,58,"ynm","no",,"","","","","","",0
13636,742,3,"ynm","no",,"","","","","","",0
13637,742,4,"ynm","yes",,"","","","","","",0
13638,742,5,"ynm","yes",,"","","","","","",0
13639,742,43,"ynm","no",,"","","","","","",0
13640,742,14,"ynm","yes",,"","","","","","",0
13641,742,9,"ynm","no",,"","","","","","",0
13642,742,18,"ynm","no",,"","","","","","",0
13643,742,13,"ynm","no",,"","","","","","",0
13644,742,59,"ynm","no",,"","","","","","",0
13645,742,8,"ynm","no",,"","","","","","",0
13646,742,11,"ynm","no",,"","","","","","",0
13647,743,15,"ynm","yes",,"","","","","","",0
13648,743,1,"ynm","yes",,"","","","","","",0
13649,743,16,"ynm","yes",,"","","","","","",0
13650,743,6,"ynm","yes",,"","","","","","",0
13651,743,20,"ynm","yes",,"","","","","","",0
13652,743,2,"ynm","yes",,"","","","","","",0
13653,743,12,"ynm","yes",,"","","","","","",0
13654,743,7,"ynm","yes",,"","","","","","",0
13655,743,17,"ynm","yes",,"","","","","","",0
13656,743,19,"ynm","yes",,"","","","","","",0
13657,743,58,"ynm","yes",,"","","","","","",0
13658,743,3,"ynm","yes",,"","","","","","",0
13659,743,4,"ynm","yes",,"","","","","","",0
13660,743,5,"ynm","yes",,"","","","","","",0
13661,743,43,"ynm","yes",,"","","","","","",0
13662,743,14,"ynm","yes",,"","","","","","",0
13663,743,9,"ynm","yes",,"","","","","","",0
13664,743,18,"ynm","yes",,"","","","","","",0
13665,743,13,"ynm","yes",,"","","","","","",0
13666,743,59,"ynm","yes",,"","","","","","",0
13667,743,8,"ynm","yes",,"","","","","","",0
13668,743,11,"ynm","yes",,"","","","","","",0
13669,744,15,"ynm","no",,"","","","","","",0
13670,744,1,"ynm","yes",,"","","","","","",0
13671,744,16,"ynm","yes",,"","","","","","",0
13672,744,6,"ynm","yes",,"","","","","","",0
13673,744,20,"ynm","yes",,"","","","","","",0
13674,744,2,"ynm","yes",,"","","","","","",0
13675,744,12,"ynm","yes",,"","","","","","",0
13676,744,7,"ynm","yes",,"","","","","","",0
13677,744,17,"ynm","yes",,"","","","","","",0
13678,744,19,"ynm","no",,"","","","","","",0
13679,744,58,"ynm","yes",,"","","","","","",0
13680,744,3,"ynm","yes",,"","","","","","",0
13681,744,4,"ynm","yes",,"","","","","","",0
13682,744,5,"ynm","yes",,"","","","","","",0
13683,744,43,"ynm","no",,"","","","","","",0
13684,744,14,"ynm","yes",,"","","","","","",0
13685,744,9,"ynm","yes",,"","","","","","",0
13686,744,18,"ynm","no",,"","","","","","",0
13687,744,13,"ynm","yes",,"","","","","","",0
13688,744,59,"ynm","yes",,"","","","","","",0
13689,744,8,"ynm","yes",,"","","","","","",0
13690,744,11,"ynm","yes",,"","","","","","",0
13691,745,15,"ynm","yes",,"","","","","","",0
13692,745,1,"ynm","yes",,"","","","","","",0
13693,745,16,"ynm","yes",,"","","","","","",0
13694,745,6,"ynm","yes",,"","","","","","",0
13695,745,20,"ynm","yes",,"","","","","","",0
13696,745,2,"ynm","yes",,"","","","","","",0
13697,745,12,"ynm","yes",,"","","","","","",0
13698,745,7,"ynm","yes",,"","","","","","",0
13699,745,17,"ynm","yes",,"","","","","","",0
13700,745,19,"ynm","yes",,"","","04/01/10 00:00:00","04/01/10 00:00:00","04/01/10 00:00:00","04/01/10 00:00:00",0
13701,745,58,"ynm","yes",,"","","","","","",0
13702,745,3,"ynm","yes",,"","","","","","",0
13703,745,4,"ynm","yes",,"","","","","","",0
13704,745,5,"ynm","yes",,"","","","","","",0
13705,745,43,"ynm","yes",,"","","","","","",0
13706,745,14,"ynm","yes",,"","","","","","",0
13707,745,9,"ynm","yes",,"","","","","","",0
13708,745,18,"ynm","yes",,"","","","","","",0
13709,745,13,"ynm","yes",,"","","","","","",0
13710,745,59,"ynm","yes",,"","","","","","",0
13711,745,8,"ynm","yes",,"","","","","","",0
13712,745,11,"ynm","yes",,"","","","","","",0
13713,194,57,"ynm","yes",,"","","","","","",0
13714,194,58,"ynm","",,"","","","","","",0
13715,194,43,"ynm","",,"","","","","","",0
13716,194,59,"ynm","",,"","","","","","",0
13717,121,57,"ynm","yes",,"","","","","","",0
13718,121,58,"ynm","maybe",,"","","","","","",0
13719,121,59,"ynm","maybe",,"","","","","","",0
13720,402,57,"ynm","yes",,"","","","","","",0
13721,402,58,"ynm","maybe",,"","","","","","",0
13722,402,59,"ynm","maybe",,"","","","","","",0
13723,3,57,"ynm","no",,"","","","","","",0
13724,3,58,"ynm","yes",,"","","","","","",0
13725,3,59,"ynm","yes",,"","","","","","",0
13726,742,57,"ynm","yes",,"","","","","","",0
13727,568,57,"ynm","yes",,"","","","","","",0
13728,568,58,"ynm","yes",,"","","","","","",0
13729,568,59,"ynm","yes",,"","","","","","",0
13730,712,61,"ynm","no",,"","","","","","",0
13731,712,60,"ynm","yes",,"","","","","","",0
13732,335,57,"ynm","yes",,"","","","","","",0
13733,335,58,"ynm","maybe",,"","","","","","",0
13734,335,43,"ynm","",,"","","","","","",0
13735,335,59,"ynm","maybe",,"","","","","","",0
13736,746,15,"ynm","no",,"","","","","","",0
13737,746,1,"ynm","yes",,"","","","","","",0
13738,746,16,"ynm","yes",,"","","","","","",0
13739,746,6,"ynm","no",,"","","","","","",0
13740,746,20,"ynm","yes",,"","","","","","",0
13741,746,2,"ynm","yes",,"","","","","","",0
13742,746,12,"ynm","yes",,"","","","","","",0
13743,746,7,"ynm","yes",,"","","","","","",0
13744,746,17,"ynm","no",,"","","","","","",0
13745,746,19,"ynm","maybe",,"","","","","","",0
13746,746,58,"ynm","no",,"","","","","","",0
13747,746,3,"ynm","no",,"","","","","","",0
13748,746,4,"ynm","no",,"","","","","","",0
13749,746,5,"ynm","no",,"","","","","","",0
13750,746,43,"ynm","yes",,"","","","","","",0
13751,746,14,"ynm","yes",,"","","","","","",0
13752,746,9,"ynm","yes",,"","","","","","",0
13753,746,18,"ynm","no",,"","","","","","",0
13754,746,13,"ynm","yes",,"","","","","","",0
13755,746,59,"ynm","yes",,"","","","","","",0
13756,746,8,"ynm","no",,"","","","","","",0
13757,746,11,"ynm","yes",,"","","","","","",0
13758,743,57,"ynm","yes",,"","","","","","",0
13759,287,57,"ynm","",,"","","","","","",0
13760,287,58,"ynm","yes",,"","","","","","",0
13761,287,43,"ynm","",,"","","","","","",0
13762,287,59,"ynm","yes",,"","","","","","",0
13763,316,57,"ynm","yes",,"","","","","","",0
13764,316,58,"ynm","yes",,"","","","","","",0
13765,316,43,"ynm","no",,"","","","","","",0
13766,316,59,"ynm","no",,"","","","","","",0
13767,353,57,"ynm","yes",,"","","","","","",0
13768,353,58,"ynm","yes",,"","","","","","",0
13769,353,59,"ynm","yes",,"","","","","","",0
13770,47,57,"ynm","yes",,"","","","","","",0
13771,47,58,"ynm","yes",,"","","","","","",0
13772,47,59,"ynm","yes",,"","","","","","",0
13773,747,15,"ynm","yes",,"","","","","","",0
13774,747,1,"ynm","yes",,"","","","","","",0
13775,747,16,"ynm","no",,"","","","","","",0
13776,747,6,"ynm","yes",,"","","","","","",0
13777,747,20,"ynm","yes",,"","","","","","",0
13778,747,2,"ynm","yes",,"","","","","","",0
13779,747,12,"ynm","maybe",,"","","","","","",0
13780,747,7,"ynm","yes",,"","","","","","",0
13781,747,17,"ynm","yes",,"","","","","","",0
13782,747,19,"ynm","no",,"","","","","","",0
13783,747,58,"ynm","yes",,"","","","","","",0
13784,747,3,"ynm","yes",,"","","","","","",0
13785,747,4,"ynm","yes",,"","","","","","",0
13786,747,5,"ynm","yes",,"","","","","","",0
13787,747,43,"ynm","yes",,"","","","","","",0
13788,747,14,"ynm","yes",,"","","","","","",0
13789,747,9,"ynm","yes",,"","","","","","",0
13790,747,18,"ynm","yes",,"","","","","","",0
13791,747,13,"ynm","yes",,"","","","","","",0
13792,747,59,"ynm","yes",,"","","","","","",0
13793,747,8,"ynm","yes",,"","","","","","",0
13794,747,11,"ynm","yes",,"","","","","","",0
13795,296,57,"ynm","no",,"","","","","","",0
13796,296,58,"ynm","maybe",,"","","","","","",0
13797,296,43,"ynm","no",,"","","","","","",0
13798,296,59,"ynm","maybe",,"","","","","","",0
13799,688,57,"ynm","yes",,"","","","","","",0
13800,688,58,"ynm","yes",,"","","","","","",0
13801,688,59,"ynm","yes",,"","","","","","",0
13802,2,61,"ynm","yes",,"","","","","","",0
13803,748,42,"ynm","yes",,"","","","","","",0
13804,748,61,"ynm","yes",,"","","","","","",0
13805,748,55,"ynm","yes",,"","","","","","",0
13806,748,30,"ynm","yes",,"","","","","","",0
13807,748,60,"ynm","yes",,"","","","","","",0
13808,245,57,"ynm","yes",,"","","","","","",0
13809,245,58,"ynm","yes",,"","","","","","",0
13810,245,43,"ynm","yes",,"","","","","","",0
13811,245,59,"ynm","yes",,"","","","","","",0
13812,677,57,"ynm","yes",,"","","","","","",0
13813,677,58,"ynm","yes",,"","","","","","",0
13814,677,59,"ynm","yes",,"","","","","","",0
13815,615,61,"ynm","maybe",,"","","","","","",0
13816,615,55,"ynm","maybe",,"","","","","","",0
13817,615,60,"ynm","maybe",,"","","","","","",0
13818,749,42,"ynm","yes",,"","","","","","",0
13819,749,61,"ynm","yes",,"","","","","","",0
13820,749,55,"ynm","yes",,"","","","","","",0
13821,749,30,"ynm","yes",,"","","","","","",0
13822,749,60,"ynm","yes",,"","","","","","",0
13823,301,57,"ynm","yes",,"","","","","","",0
13824,301,58,"ynm","no",,"","","","","","",0
13825,301,59,"ynm","yes",,"","","","","","",0
13826,750,42,"ynm","yes",,"","","","","","",0
13827,750,61,"ynm","yes",,"","","","","","",0
13828,750,55,"ynm","yes",,"","","","","","",0
13829,750,30,"ynm","yes",,"","","","","","",0
13830,750,60,"ynm","yes",,"","","","","","",0
13831,751,42,"ynm","no",,"","","","","","",0
13832,751,61,"ynm","no",,"","","","","","",0
13833,751,55,"ynm","yes",,"","","","","","",0
13834,751,30,"ynm","no",,"","","","","","",0
13835,751,60,"ynm","yes",,"","","","","","",0
13836,177,57,"ynm","maybe",,"","","","","","",0
13837,177,58,"ynm","no",,"","","","","","",0
13838,177,43,"ynm","no",,"","","","","","",0
13839,177,59,"ynm","maybe",,"","","","","","",0
13840,246,57,"ynm","yes",,"","","","","","",0
13841,246,58,"ynm","yes",,"","","","","","",0
13842,246,43,"ynm","maybe",,"","","","","","",0
13843,246,59,"ynm","maybe",,"","","","","","",0
13844,299,57,"ynm","yes",,"","","","","","",0
13845,299,58,"ynm","no",,"","","","","","",0
13846,299,43,"ynm","no",,"","","","","","",0
13847,299,59,"ynm","maybe",,"","","","","","",0
13848,200,57,"ynm","",,"","","","","","",0
13849,200,58,"ynm","",,"","","","","","",0
13850,200,43,"ynm","",,"","","","","","",0
13851,200,59,"ynm","",,"","","","","","",0
13852,752,42,"ynm","no",,"","","","","","",0
13853,752,61,"ynm","no",,"","","","","","",0
13854,752,55,"ynm","no",,"","","","","","",0
13855,752,30,"ynm","yes",,"","","","","","",0
13856,752,60,"ynm","no",,"","","","","","",0
13857,150,57,"ynm","yes",,"","","","","","",0
13858,150,58,"ynm","yes",,"","","","","","",0
13859,150,59,"ynm","yes",,"","","","","","",0
13860,738,57,"ynm","yes",,"","","","","","",0
13861,738,58,"ynm","maybe",,"","","","","","",0
13862,738,59,"ynm","yes",,"","","","","","",0
13863,149,57,"ynm","yes",,"","","","","","",0
13864,149,58,"ynm","yes",,"","","","","","",0
13865,149,59,"ynm","yes",,"","","","","","",0
13866,685,57,"ynm","yes",,"","","","","","",0
13867,685,58,"ynm","yes",,"","","","","","",0
13868,685,59,"ynm","yes",,"","","","","","",0
13869,440,57,"ynm","yes",,"","","","","","",0
13870,440,58,"ynm","yes",,"","","","","","",0
13871,440,43,"ynm","yes",,"","","","","","",0
13872,440,59,"ynm","maybe",,"","","","","","",0
13873,700,57,"ynm","yes",,"","","","","","",0
13874,700,16,"ynm","yes",,"","","","","","",0
13875,700,6,"ynm","yes",,"","","","","","",0
13876,700,20,"ynm","yes",,"","","","","","",0
13877,700,2,"ynm","yes",,"","","","","","",0
13878,700,12,"ynm","yes",,"","","","","","",0
13879,700,7,"ynm","yes",,"","","","","","",0
13880,700,17,"ynm","yes",,"","","","","","",0
13881,700,19,"ynm","yes",,"","01/01/12 00:00:00","02/01/12 00:00:00","02/01/12 00:00:00","02/01/12 00:00:00","02/01/12 00:00:00",0
13882,700,58,"ynm","yes",,"","","","","","",0
13883,700,3,"ynm","yes",,"","","","","","",0
13884,700,4,"ynm","yes",,"","","","","","",0
13885,700,5,"ynm","yes",,"","","","","","",0
13886,700,43,"ynm","yes",,"","","","","","",0
13887,700,14,"ynm","yes",,"","","","","","",0
13888,700,9,"ynm","yes",,"","","","","","",0
13889,700,18,"ynm","maybe",,"","","","","","",0
13890,700,13,"ynm","yes",,"","","","","","",0
13891,700,59,"ynm","yes",,"","","","","","",0
13892,700,8,"ynm","no",,"","","","","","",0
13893,700,11,"ynm","maybe",,"","","","","","",0
13894,57,57,"ynm","yes",,"","","","","","",0
13895,57,58,"ynm","no",,"","","","","","",0
13896,57,43,"ynm","no",,"","","","","","",0
13897,57,59,"ynm","no",,"","","","","","",0
13898,113,57,"ynm","yes",,"","","","","","",0
13899,113,58,"ynm","no",,"","","","","","",0
13900,113,59,"ynm","no",,"","","","","","",0
13901,753,15,"ynm","yes",,"","","","","","",0
13902,753,1,"ynm","yes",,"","","","","","",0
13903,753,16,"ynm","no",,"","","","","","",0
13904,753,6,"ynm","no",,"","","","","","",0
13905,753,20,"ynm","no",,"","","","","","",0
13906,753,2,"ynm","yes",,"","","","","","",0
13907,753,12,"ynm","yes",,"","","","","","",0
13908,753,7,"ynm","yes",,"","","","","","",0
13909,753,17,"ynm","yes",,"","","","","","",0
13910,753,19,"ynm","no",,"","","","","","",0
13911,753,58,"ynm","yes",,"","","","","","",0
13912,753,3,"ynm","yes",,"","","","","","",0
13913,753,4,"ynm","no",,"","","","","","",0
13914,753,5,"ynm","yes",,"","","","","","",0
13915,753,43,"ynm","no",,"","","","","","",0
13916,753,14,"ynm","no",,"","","","","","",0
13917,753,9,"ynm","yes",,"","","","","","",0
13918,753,18,"ynm","yes",,"","","","","","",0
13919,753,13,"ynm","yes",,"","","","","","",0
13920,753,59,"ynm","yes",,"","","","","","",0
13921,753,8,"ynm","yes",,"","","","","","",0
13922,753,11,"ynm","yes",,"","","","","","",0
13923,489,57,"ynm","yes",,"","","","","","",0
13924,489,58,"ynm","yes",,"","","","","","",0
13925,489,43,"ynm","yes",,"","","","","","",0
13926,489,59,"ynm","no",,"","","","","","",0
13927,754,15,"ynm","yes",,"","","","","","",0
13928,754,1,"ynm","yes",,"","","","","","",0
13929,754,16,"ynm","yes",,"","","","","","",0
13930,754,6,"ynm","yes",,"","","","","","",0
13931,754,20,"ynm","yes",,"","","","","","",0
13932,754,2,"ynm","yes",,"","","","","","",0
13933,754,12,"ynm","yes",,"","","","","","",0
13934,754,7,"ynm","yes",,"","","","","","",0
13935,754,17,"ynm","yes",,"","","","","","",0
13936,754,19,"ynm","no",,"","","","","","",0
13937,754,58,"ynm","yes",,"","","","","","",0
13938,754,3,"ynm","yes",,"","","","","","",0
13939,754,4,"ynm","yes",,"","","","","","",0
13940,754,5,"ynm","yes",,"","","","","","",0
13941,754,43,"ynm","yes",,"","","","","","",0
13942,754,14,"ynm","yes",,"","","","","","",0
13943,754,9,"ynm","yes",,"","","","","","",0
13944,754,18,"ynm","yes",,"","","","","","",0
13945,754,13,"ynm","yes",,"","","","","","",0
13946,754,59,"ynm","yes",,"","","","","","",0
13947,754,8,"ynm","yes",,"","","","","","",0
13948,754,11,"ynm","yes",,"","","","","","",0
13949,342,57,"ynm","no",,"","","","","","",0
13950,342,58,"ynm","no",,"","","","","","",0
13951,342,59,"ynm","no",,"","","","","","",0
13952,613,61,"ynm","maybe",,"","","","","","",0
13953,613,55,"ynm","yes",,"","","","","","",0
13954,613,60,"ynm","maybe",,"","","","","","",0
13955,756,42,"ynm","yes",,"","","","","","",0
13956,756,61,"ynm","yes",,"","","","","","",0
13957,756,55,"ynm","yes",,"","","","","","",0
13958,756,30,"ynm","yes",,"","","","","","",0
13959,756,60,"ynm","yes",,"","","","","","",0
13960,19,57,"ynm","maybe",,"","","","","","",0
13961,19,58,"ynm","yes",,"","","","","","",0
13962,19,43,"ynm","maybe",,"","","","","","",0
13963,19,59,"ynm","yes",,"","","","","","",0
13964,365,57,"ynm","yes",,"","","","","","",0
13965,365,58,"ynm","yes",,"","","","","","",0
13966,365,59,"ynm","yes",,"","","","","","",0
13967,538,57,"ynm","yes",,"","","","","","",0
13968,538,58,"ynm","yes",,"","","","","","",0
13969,538,59,"ynm","yes",,"","","","","","",0
13970,426,57,"ynm","no",,"","","","","","",0
13971,426,58,"ynm","yes",,"","","","","","",0
13972,426,43,"ynm","no",,"","","","","","",0
13973,426,59,"ynm","yes",,"","","","","","",0
13974,757,15,"ynm","yes",,"","","","","","",0
13975,757,1,"ynm","no",,"","","","","","",0
13976,757,16,"ynm","no",,"","","","","","",0
13977,757,6,"ynm","no",,"","","","","","",0
13978,757,20,"ynm","yes",,"","","","","","",0
13979,757,2,"ynm","yes",,"","","","","","",0
13980,757,12,"ynm","yes",,"","","","","","",0
13981,757,7,"ynm","yes",,"","","","","","",0
13982,757,17,"ynm","yes",,"","","","","","",0
13983,757,19,"ynm","yes",,"","","","","","",0
13984,757,58,"ynm","yes",,"","","","","","",0
13985,757,3,"ynm","yes",,"","","","","","",0
13986,757,4,"ynm","no",,"","","","","","",0
13987,757,5,"ynm","no",,"","","","","","",0
13988,757,43,"ynm","yes",,"","","","","","",0
13989,757,14,"ynm","yes",,"","","","","","",0
13990,757,9,"ynm","yes",,"","","","","","",0
13991,757,18,"ynm","yes",,"","","","","","",0
13992,757,13,"ynm","yes",,"","","","","","",0
13993,757,59,"ynm","yes",,"","","","","","",0
13994,757,8,"ynm","yes",,"","","","","","",0
13995,757,11,"ynm","yes",,"","","","","","",0
13996,99,57,"ynm","maybe",,"","","","","","",0
13997,99,58,"ynm","maybe",,"","","","","","",0
13998,99,43,"ynm","maybe",,"","","","","","",0
13999,99,59,"ynm","yes",,"","","","","","",0
14000,758,15,"ynm","yes",,"","","","","","",0
14001,758,1,"ynm","yes",,"","","","","","",0
14002,758,16,"ynm","yes",,"","","","","","",0
14003,758,6,"ynm","yes",,"","","","","","",0
14004,758,20,"ynm","yes",,"","","","","","",0
14005,758,2,"ynm","yes",,"","","","","","",0
14006,758,12,"ynm","yes",,"","","","","","",0
14007,758,7,"ynm","yes",,"","","","","","",0
14008,758,17,"ynm","yes",,"","","","","","",0
14009,758,19,"ynm","no",,"","","","","","",0
14010,758,58,"ynm","yes",,"","","","","","",0
14011,758,3,"ynm","yes",,"","","","","","",0
14012,758,4,"ynm","yes",,"","","","","","",0
14013,758,5,"ynm","yes",,"","","","","","",0
14014,758,43,"ynm","no",,"","","","","","",0
14015,758,14,"ynm","yes",,"","","","","","",0
14016,758,9,"ynm","yes",,"","","","","","",0
14017,758,18,"ynm","yes",,"","","","","","",0
14018,758,13,"ynm","yes",,"","","","","","",0
14019,758,59,"ynm","no",,"","","","","","",0
14020,758,8,"ynm","no",,"","","","","","",0
14021,758,11,"ynm","yes",,"","","","","","",0
14022,106,57,"ynm","yes",,"","","","","","",0
14023,106,58,"ynm","yes",,"","","","","","",0
14024,106,43,"ynm","yes",,"","","","","","",0
14025,106,59,"ynm","yes",,"","","","","","",0
14026,130,57,"ynm","",,"","","","","","",0
